conversation_id_str	created_at	favorite_count	full_text	id_str	image_url	in_reply_to_screen_name	lang	location	quote_count	reply_count	retweet_count	tweet_url	user_id_str	username	keyword	1.86824E+18	Sun Dec 15 21:03:33 +0000 2024	202	@KemenperinRI Lapor ke prabowo. https://t.co/18eTtRJdHO	1.8684E+18	https://pbs.twimg.com/media/Ge3lS4bagAEJVmm.jpg	KemenperinRI	in	Unnamed: 8	1	3	28	https://x.com/undefined/status/1868401535732097268	1.21051E+18	Unnamed: 14
1.03E+18	Fri Aug 10 04:19:35 +0000 2018	88	Pak Mahfud MD adalah kita.	1.03E+18			in		6	20	71	https://x.com/undefined/status/1027771415808757765	26970305		mahfud															
1.86E+18	Mon Dec 02 03:47:51 +0000 2024	7	Malam ini lanjut hadiri acara Resepsi Pernikahan Zahwa Nadhira B. Bus. M. A (Putri Bp. TGB. HM. Zainul Majdi @TuanGuruBajang dan Ibu Hj. Robiatul Adawiyah ) Dengan Royhan Akbar S. H. LL. M (Putra Bp. PROF. HM. Mahfud MD @mohmahfudmd dan Ibu Hj. Zaizatun Nihayati) Saya https://t.co/ji0LrZ8ZAc	1.86E+18	https://pbs.twimg.com/ext_tw_video_thumb/1863429797759897600/pu/img/GMU5BrNLs5L15X-2.jpg		in		0	1	0	https://x.com/undefined/status/1863429849035215272	68304724		mahfud															
1.87E+18	Wed Dec 11 23:20:10 +0000 2024	72	TAJAM . . . ...!!! Pak Mahfud @mohmahfudmdb Blak - blakan Pasca PILKADA Serentak 2024. Singgung JOKOWI &amp; MEGAWATI Soal PILKADA : HABIS DIBABAT SEMUA KONSISTEN TERHADAP KONSTITUSI CIRI DEMOKRASI INDONESIA SEHAT #SehatIndonesiaku ???? MERDEKA https://t.co/kQ3qoFZcyt	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1866986320276623363/pu/img/MuQIDp2cClkcwnZC.jpg		in		0	1	17	https://x.com/undefined/status/1866986362899140663	1.32E+18		mahfud															
1.03E+18	Wed Aug 15 03:26:58 +0000 2018	107	Pak Prof Mahfud adalah kita. Kita semua pernah merasa sesakit itu.	1.03E+18			in		12	24	179	https://x.com/undefined/status/1029570116231413761	26970305		mahfud															
1.87E+18	Sun Dec 15 11:26:51 +0000 2024	978	Saat acara pelantikan Pengurus (15/12/24) Ketum KAGAMA Pak Basuki Hadimoeljono menyampaikan adagium kearifan bg alumni UGM yaitu: Guyub Rukun dan Migunani. Kompak (bersatu) saling menolong (penuh persaudaraan) dan memberi manfaat (berguna) bg pembanhunan bangsa dan negara. https://t.co/hKolTaCOzS	1.87E+18	https://pbs.twimg.com/media/Ge1hSGmagAAYFek.jpg		in		12	146	110	https://x.com/undefined/status/1868256402642526395	282006208		mahfud															
1.87E+18	Wed Dec 11 03:00:42 +0000 2024	31	"???? ????? ?????? ?? ???? ?????? ?? ???? ????. Dasar kebahagiaan paling sederhana adalah kita menjadi orang yang tidak menyakiti siapapun. - Najib mahfud https://t.co/hWkeuzxJga"	1.87E+18	https://pbs.twimg.com/media/GefHDLhaEAId1Kh.jpg		in		0	0	8	https://x.com/undefined/status/1866679472331821354	1.12E+18		mahfud															
1.87E+18	Thu Dec 12 05:47:29 +0000 2024	892	Mahfud MD: Pilkada Jakarta Bukti Minimnya Pengaruh Jokowi Usai Lengser dari Presiden https://t.co/IyNoziFVEv	1.87E+18			in		10	26	270	https://x.com/undefined/status/1867083835940409534	3319260420		mahfud															
1.86E+18	Thu Dec 05 09:08:32 +0000 2024	0	?? Mahfud MD Blak-bakan Bongkar Sosok Alvin Lim soal Ferdy Sambo di Penjara! https://t.co/OgveDpB7as	1.86E+18	https://pbs.twimg.com/ext_tw_video_thumb/1864597184035147776/pu/img/-7L2QyBVF0P7GtJo.jpg		in		0	0	3	https://x.com/undefined/status/1864597717206618290	194590819		mahfud															
1.86E+18	Sat Nov 30 05:45:52 +0000 2024	2	Yg minat di sev ea 20k aja 085730593484 https://t.co/z0KeVktGwK	1.86E+18	https://pbs.twimg.com/media/GdnDRktWEAATDbS.jpg		in		0	0	0	https://x.com/undefined/status/1862734771396518112	1.67E+18		mahfud															
1.86E+18	Wed Dec 04 08:46:46 +0000 2024	17	Kepala Pusat Jasmani dan Peraturan Militer Dasar TNI (Kapusjaspermildas TNI) Brigjen TNI Mahfud SE https://t.co/HuipFuslPZ membuka pertandingan Futsal Antar Staf Umum Mabes TNI Tahun 2024 bertempat di Lapangan bola Pusjaspermildas Mabes TNI Cilangkap Selasa (3/12/2024). https://t.co/MHiUDrOHoD	1.86E+18	https://pbs.twimg.com/media/Gd8S-eia0AAmj3H.jpg		in		0	1	3	https://x.com/undefined/status/1864229848950165920	594386753		mahfud															
1.87E+18	Wed Dec 11 15:35:03 +0000 2024	13	Jarang nonton tv begitu buka kok yo pas nemu Rhoma tampil live. Dan ia pas main Smoke on the Water. Rupanya itu utk bukak Nafsu Serakah. Ia ngulang pola yg dipakainya di Synchronize ketika ia pake Immigrant Song utk buka lagu Perjuangan dan Doa. Rupanya Pak Haji ultah ke-78	1.87E+18			in		0	0	2	https://x.com/undefined/status/1866869312608407718	1.67E+18		mahfud															
1.87E+18	Tue Dec 10 09:37:06 +0000 2024	15	Takdir-takdir yang tidak kamu sukai dan yang kamu tangisi dibalik semua itu ada banyak kebaikan yang tidak kamu ketahui maka tenanglah. |najib mahfud https://t.co/NgUbfMVojP	1.87E+18	https://pbs.twimg.com/media/GebYOS_bcAEjnsH.jpg		in		0	0	4	https://x.com/undefined/status/1866416844648939763	1.47E+18		mahfud															
1.87E+18	Mon Dec 09 18:11:11 +0000 2024	50	Mungkin sibuk rapat atau pertemuan setelah Pilkada ? Mahfud MD sampai Basuki Hadimuljono Ikut Kumpul-kumpul Alumni UGM Keberadaan Jokowi Dicari https://t.co/orY7QAOKrp	1.87E+18			in		1	18	12	https://x.com/undefined/status/1866183827120693502	7.95E+17		mahfud															
1.87E+18	Sun Dec 15 05:11:39 +0000 2024	4	Jangan dong. Nanti Elsadawi dan Nasreen dan Manji dan para pengekornya di Indonesia jadi gak keren dong...	1.87E+18			in		0	0	2	https://x.com/undefined/status/1868161981422989748	1.67E+18		mahfud															
1.87E+18	Thu Dec 12 06:43:33 +0000 2024	74	Mahfud MD: Pilkada Jakarta Bukti Minimnya Pengaruh Jokowi Usai Lengser dari Presiden https://t.co/7nD0TcuJFs	1.87E+18			in		2	0	53	https://x.com/undefined/status/1867097942450114995	8.88E+17		mahfud															
1.87E+18	Mon Dec 09 22:13:29 +0000 2024	0	Coba prabowo puan mahfud md dan beberapa org lagi keliling indonesia terutama kalimantan sulawesi sumatera dan perhatikan baik baik kondisi hutannya. Hutan indonesia itu TABUNGAN KITA BAPAK IBU SAYANG.	1.87E+18			in		1	0	0	https://x.com/undefined/status/1866244806084837480	1.59E+18		mahfud															
1.87E+18	Fri Dec 13 13:50:52 +0000 2024	3	Reformasi Harga Mati! Politik dan Hukum Urgen Direformasi. Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/5kNbWOZWRL	1.87E+18			in		0	0	7	https://x.com/undefined/status/1867567870244426236	736441309		mahfud															
1.72E+18	Tue Nov 14 14:19:03 +0000 2023	901	Anies Muhaimin Nomer 1 Prabowo Gibran Nomer 2 Ganjar Mahfud Nomer 3 Kamu nomer berapa di mata dia?	1.72E+18			in		115	331	81	https://x.com/undefined/status/1724431754415444444	26970305		mahfud															
1.87E+18	Sun Dec 15 06:35:10 +0000 2024	2	Dah telat. Makanya masyarakat tu diajak makan gratis aja di Istana kaya Mahfud. Banyak deh yg dagang. Eh datang.	1.87E+18			in		0	0	2	https://x.com/undefined/status/1868182999239635186	753553855		mahfud															
1.87E+18	Fri Dec 13 12:11:12 +0000 2024	256	Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/K9uKiv5E7x	1.87E+18			in		16	64	81	https://x.com/undefined/status/1867542789086753009	17128975		mahfud															
1.87E+18	Fri Dec 13 13:48:55 +0000 2024	0	 Menulis nyaris hanya dalam bahasa Urdu yang ditulisnya dengan pensil dalam aksara nastaliq yang indah tak diragukan Manto dan cerpen-cerpennya memperkaya kesusastraan Urdu sama dengan apa yang dilakukan Iqbal dengan puisi-puisinya. Mahfud Ikhwan https://t.co/1clFAIoLzh https://t.co/UObVF4swlw	1.87E+18	https://pbs.twimg.com/media/GeruonbbsAAZdUu.jpg		in		0	0	0	https://x.com/undefined/status/1867567379481604579	2907641923		mahfud															
1.87E+18	Sun Dec 08 11:47:22 +0000 2024	1	PILKADA JAKARTA Partisan PDIP selalu solid. Pilpres Ganjar mahfud : 1 115 jt suara. Pram-Rano: 2 183 jt suara. Jika GP-MD = Pram Ran. Maka ada kenaikan angka pemilih dr luar pdip 1 068 jt suara. Bs jd ini efek anies. Bang Doel minta maaf ame bliau lah ..ntar kuawalat	1.87E+18			in		0	0	1	https://x.com/undefined/status/1865724849123156451	1.43E+18		mahfud															
1.86E+18	Tue Dec 03 02:06:58 +0000 2024	1	#SegeraReformasiTotalPolri #MendesakGantiKapolri 1. Nonjobkan smentara smua bintang trutama Kapolri. 2. Bentuk Tim Independen REFORMASI POLRI branggta: Mahfud MD Ahok Anies Teten Rocky Andi W Susno Oergroseno Saut A Samad Najwa Didu 3. Polri kembali k tugas pokok. https://t.co/sfWjlyBIfq	1.86E+18	https://pbs.twimg.com/media/Gd1uDacbUAAmRYh.jpg		in		0	3	1	https://x.com/undefined/status/1863766849600782804	1.78E+18		mahfud															
1.87E+18	Sun Dec 08 15:02:23 +0000 2024	0	mahfud ikhwan is better than me karna film pertama yang saya tonton di bioskop di jogja adalah film the secret life of pets https://t.co/aUafoUUigH	1.87E+18	https://pbs.twimg.com/media/GeSPd3vbcAAWHTx.jpg		in		0	0	0	https://x.com/undefined/status/1865773926162546736	1.00E+18		mahfud															
1.87E+18	Sun Dec 08 15:38:56 +0000 2024	0	Terimalah Raveena Tandon dari MOHRA! https://t.co/Etmdkie59J	1.87E+18	https://pbs.twimg.com/media/GeSX3TeaAAAqkhb.jpg		in		0	0	1	https://x.com/undefined/status/1865783124468404586	1.67E+18		mahfud															
1.87E+18	Sat Dec 14 05:30:29 +0000 2024	0	mau nonton ipar adalah mahfud	1.87E+18			in		1	3	0	https://x.com/undefined/status/1867804331434778655	1.79E+18		mahfud															
1.86E+18	Mon Dec 02 13:21:48 +0000 2024	0	gw gak sanggup liat mentab dan ngebayangin the spectrum of kegiatan temen-temen gw yang masuk tv akan bertambah rangenya dari cuma nanya mahfud md di tabrak prof (arkan) sampai tebak-tebakan ala waterjun (gischa aras rena ikut family 100)	1.86E+18			in		0	1	0	https://x.com/undefined/status/1863574287367667731	1.64E+18		mahfud															
1.86E+18	Fri Dec 06 07:47:43 +0000 2024	0	Langkah beliau sungguh bijaksana dengan berani mundur demi kebaikan diri sendiri dan orang lain. Sungguh berhati mulia sekali dirimu Pak Mahfud MD.	1.86E+18			in		0	0	1	https://x.com/undefined/status/1864939763129815213	8.81E+17		mahfud															
1.87E+18	Wed Dec 11 03:33:04 +0000 2024	1	Jam yamene makan siang tahu campur wenak paling yo opo meneh tahu campur kalasan kaji mahfud. #kulinersuroboyo #meriah	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866687621008855175	1.52E+18		mahfud															
1.87E+18	Sat Dec 14 01:00:13 +0000 2024	0	Apresiasi Usulan Prabowo untuk Mengevaluasi Pilkada Langsung Mahfud MD: Positif Itu! Pilkada Sekarang Mahal dan Jorok - https://t.co/Db2KxrGqkt https://t.co/YWu49empHU	1.87E+18	https://pbs.twimg.com/media/GeuIR9wbsAcMwOj.jpg		in		0	0	0	https://x.com/undefined/status/1867736315535798400	9.49E+17		mahfud															
1.87E+18	Fri Dec 13 13:49:41 +0000 2024	0	Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/5kNbWOZWRL	1.87E+18			in		0	0	5	https://x.com/undefined/status/1867567571224211568	736441309		mahfud															
1.87E+18	Mon Dec 09 03:43:44 +0000 2024	1	Pramono belajar dari Kekalahan Ganjar - Mahfud di Pilpres 2024 yang lalu 1. Pramono tidak menggunakan identitas sebagai kader PDIP mengingat stigma masyarakat terhadap PDIP sedang mengalami penurunan	1.87E+18			in		1	1	1	https://x.com/undefined/status/1865965527723892900	1.15E+18		mahfud															
1.87E+18	Thu Dec 12 11:04:31 +0000 2024	1	SEMOGABERKAH https://t.co/XmvtGdtkg9	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1867163534116982784/pu/img/Zu5thM1zlzZ3QTGO.jpg		in		0	0	0	https://x.com/undefined/status/1867163617956966456	1.75E+18		mahfud															
1.87E+18	Sun Dec 15 06:22:04 +0000 2024	0	Maju wae nder mengko nek endinge dilarani tinggal ngomong semua cowok sama aja 	1.87E+18			in		0	1	0	https://x.com/undefined/status/1868179701094900119	2928229746		mahfud															
1.87E+18	Sun Dec 15 02:51:42 +0000 2024	1	??Toko Perhiasan Emas MELATI Pasar Anyar Singaraja Online : Perumahan Satelit Asri Blok XVI Nomer 7 Banyuasri Buleleng Bali ?08123912343 Jual Beli Perhiasan Emas Dan Segala Macam Jenis Permata Termasuk Intan Serta Berlian Sekaligus Menerima Pesanan https://t.co/yMJhG88GmC	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1868126556436205568/pu/img/cqK4-EgzaBIXQzlT.jpg		in		0	0	0	https://x.com/undefined/status/1868126759755079843	1.75E+18		mahfud															
1.87E+18	Sun Dec 15 09:55:11 +0000 2024	0	Gokil nyanyiin lagu AKB48 yang dijadiin soundtrack Wreck It Ralph	1.87E+18			in		0	0	0	https://x.com/undefined/status/1868233332968091958	2928229746		mahfud															
1.87E+18	Sun Dec 15 09:53:26 +0000 2024	0	Jangan gitu hei kalau kayak gitu saya nggak bakal ngoshiin anda	1.87E+18			in		0	0	0	https://x.com/undefined/status/1868232895095341124	2928229746		mahfud															
1.87E+18	Wed Dec 11 03:54:56 +0000 2024	0	Taim taim... ngaca diri kowe bukan siapa2 dibanding pa Mahfud.. Asu tenan ga tau malu..	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866693120940970248	1.75E+18		mahfud															
1.87E+18	Mon Dec 09 11:54:04 +0000 2024	1	?????Waktunya Melaksanakan..Ibadah Sholat ISYAK Untuk Bagian Tengah { Sembahyang } Dan Sekitarnya. Salam Sehat Sejahtera Dan Sukses Selalu Serta Penuh BerkahBarokah. Matur Suksma Semoga Sukses Selalu Sareng Sami Semetons https://t.co/iVdTuO4akE	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1866088715015368705/pu/img/C3GklWfiFRfbV7fy.jpg		in		0	0	0	https://x.com/undefined/status/1866088924827070548	1.75E+18		mahfud															
1.87E+18	Sun Dec 15 12:35:00 +0000 2024	16	@senogp Beberapa kali sering muncul pernyataan kalau kritik terhadap buku terlepas bagaimana bentuknya sama dengan penghambat kerja-kerja literasi. Jangan� apa yang dikatakan Cak Mahfud itu benar sebagian besar pembaca kita bukan pembaca tetapi sekadar sebagai fan.	1.87E+18		senogp	in		1	0	1	https://x.com/undefined/status/1868273553222840510	417063822		mahfud															
1.87E+18	Sun Dec 08 16:19:50 +0000 2024	2	Summary Pilpres + Pilkada 2024: menang banyak: Prabowo menang lumayan: Mulyono fufufafa tp menjijikkan rusak konstitusi + dibantu Parcok kalah lalu menang: Cak Imin kalah tp masih ada kartu : PDIP Anies Mahfud menang lalu kalah: Ridwan Kamil kalah telak: Ganjar PKS	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865793420771594742	3858586213		mahfud															
1.86E+18	Tue Dec 03 11:31:46 +0000 2024	0	Oh anaknya TGB nikah sama anaknya Mahfud MD? Lah wkwkkw baru tau.	1.86E+18			in		0	0	0	https://x.com/undefined/status/1863908986954948761	242255195		mahfud															
1.87E+18	Sat Dec 14 13:59:23 +0000 2024	0	Untuk pak @mohmahfudmd ... bapak kan sudah tau sepak terjangnya Jokowi yang jahat pada negara ini yang daya rusaknya luar biasa kami sebagai rakyat kecil sangat menginginkan pak Mahfud MD bertindak untuk melaporkan Jokowi ke kepolisian??? Bapak kan ahli hukum kami tunggu ya pak	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867932402125058534	1.43E+18		mahfud															
1.87E+18	Tue Dec 10 18:50:46 +0000 2024	0	andre taulany mirip mahfud md	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866556177934688742	1.81E+18		mahfud															
1.87E+18	Sat Dec 14 09:16:29 +0000 2024	1	Dan skrg dia sangat sibuk berjuang membentuk opini publik klu dia msh berpengaruh besar. Dia yakin itu akan berhasil krn dia tau kualitas 58% rakyat. Mahfud MD: Pilkada Jakarta Bukti Minimnya Pengaruh Jokowi Usai Lengser dari Presiden https://t.co/Ov0vMXpgAg	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867861207279083544	1.30E+18		mahfud															
1.87E+18	Sun Dec 15 12:27:33 +0000 2024	0	Siap Nayla-chan	1.87E+18			tl		0	0	0	https://x.com/undefined/status/1868271678520017211	2928229746		mahfud															
1.87E+18	Sat Dec 14 02:31:51 +0000 2024	0	Mahfud Sepakat Pilkada Harus Dievaluasi Apresiasi Usulan Kepala Daerah Dipilih DPRD - https://t.co/BB1ERE6weC https://t.co/4J6tIkcsUj	1.87E+18	https://pbs.twimg.com/media/GeudQbJacAAw89x.jpg		in		0	0	0	https://x.com/undefined/status/1867759378327290081	2714691272		mahfud															
1.87E+18	Wed Dec 11 07:48:27 +0000 2024	0	Dia bukan alumni UGM Universitas Gajah Mada seperti Pak Basuki dan Pak Mahfud... Tapi dia alumni Unit Gawat Merusak... 	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866751890714956254	2585242076		mahfud															
1.87E+18	Sun Dec 15 14:20:36 +0000 2024	0	Kyaaa Kapiniiiii	1.87E+18			in		0	0	0	https://x.com/undefined/status/1868300128509219285	2928229746		mahfud															
1.87E+18	Wed Dec 11 10:15:31 +0000 2024	0	Mahfud Kritik Pemulangan Napi Asing 'Tak Boleh Atas 'Kebijakan' Presiden Ini Soal Kedaulatan Hukum RI' - https://t.co/co4EMMtkNy https://t.co/h79pfoMROh	1.87E+18	https://pbs.twimg.com/media/GegqnB5bUAAPcv2.jpg		in		0	0	0	https://x.com/undefined/status/1866788898841727387	2714691272		mahfud															
1.87E+18	Sat Dec 14 16:31:23 +0000 2024	2	Kok baru sekarang bicaranya pak prof @mohmahfudmd kok pak mahfud gak bisa cegah???	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867970654726942941	1.38E+18		mahfud															
1.87E+18	Sun Dec 08 00:22:55 +0000 2024	0	Orang orang macam Pak Mahfud @prastow dan lainnya Kalau udh ga di lingkar pemerintahan banyak bener postnya Emang klo dikasih kuasa mgkn banyak orang bsa mikul	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865552601561129046	837126072		mahfud															
1.87E+18	Wed Dec 11 02:32:43 +0000 2024	0	Berharap ada Mas Anang dan Pak Mahfud jadi cameo.	1.87E+18			in		0	0	1	https://x.com/undefined/status/1866672432339440120	297832764		mahfud															
1.87E+18	Sun Dec 15 14:43:01 +0000 2024	0	Jleb banget	1.87E+18			in		0	1	0	https://x.com/undefined/status/1868305768669409568	2928229746		mahfud															
1.87E+18	Thu Dec 12 07:45:00 +0000 2024	2	Di Depan Banyak Orang Gus Miftah Juga 'Meledek' Mahfud MD Dibandingkan dengan Gibran https://t.co/sqUr5vZE4g	1.87E+18			in		0	1	0	https://x.com/undefined/status/1867113407578771666	1.24E+18		mahfud															
1.86E+18	Thu Nov 28 07:58:45 +0000 2024	0	Komentar Pedas Mahfud MD soal Prabowo Endorse RK &amp; Ahmad Lutfhi: Sebagai... https://t.co/dxkAFbZ8Vb lewat @YouTube https://t.co/HHsuqWwFgd	1.86E+18	https://pbs.twimg.com/media/GddOotrboAARY-6.jpg		in		0	0	0	https://x.com/undefined/status/1862043438889492858	1.24E+18		mahfud															
1.87E+18	Sat Dec 14 04:20:55 +0000 2024	2	Mahfud MD Setujui Usul Presiden Prabowo Pilkada Langsung Dihapus Ketua KPU RI: Itu Wacana Lama https://t.co/Y7Rwa6GQof	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867786823583641793	3319260420		mahfud															
1.87E+18	Wed Dec 11 04:20:08 +0000 2024	0	Pakar Hukum Tata Negara Mahfud MD mengungkapkan bahwa orang-orang dekat Presiden Prabowo tidak ada yang berani memberikan masukan sehingga langkah Presiden sering bersinggungan dengan undang-undang. https://t.co/k8ppSEu8Ko #mahfudmd #prabowosubianto #kebijakanpemerintah	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866699465920541071	1450957656		mahfud															
1.87E+18	Mon Dec 09 12:59:54 +0000 2024	0	W Mahfud	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866105493942591599	1.19E+18		mahfud															
1.87E+18	Sat Dec 14 12:30:10 +0000 2024	0	Do siap ra ki @dimasariyantopr @iamrafliartaa12 ?	1.87E+18			in		0	1	0	https://x.com/undefined/status/1867909949344681993	2928229746		mahfud															
1.87E+18	Thu Dec 12 11:01:54 +0000 2024	0	PDIP roaster 2029 GANJAR MAHFUD MD AHOK ANIES.? all star	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867162959899926975	168901706		mahfud															
1.86E+18	Tue Dec 03 15:49:13 +0000 2024	5	Kenapa pak mahfud gak sekalian bilang KORUPTOR DI INDONESIA KENAPA GAK SEMUA DI DOR SAJA...@mohmahfudmd @S52527Sakti @RickyKardjono @KaredokLeunca__ @_memoryusang @Naufal210445 kan laen ceritanya kalo pak mahfud yang bicara?	1.86E+18			in		0	2	0	https://x.com/undefined/status/1863973775135658243	1.38E+18		mahfud															
1.87E+18	Sun Dec 08 00:43:24 +0000 2024	0	Kalo dalam kasus sambo pak @mohmahfudmd sbg menkopolhukam turun tangan lamgsung shg kasus menjadi clear dan pr pelaku dihukum .. skrg siapa dr pemerintah level atas yg mau turun tangan aktif spt pak mahfud dulu apa hrs pak @prabowo??	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865557759338639416	618845521		mahfud															
1.87E+18	Tue Dec 10 02:44:07 +0000 2024	0	orang PDIP nih timses Ganjar-Mahfud + timses Pram-Rano	1.87E+18			in		0	0	2	https://x.com/undefined/status/1866312914136891516	4443224847		mahfud															
1.87E+18	Sat Dec 14 06:33:54 +0000 2024	0	Mahfud MD Setuju Evaluasi Pemilihan Kepala Daerah Secara Langsung https://t.co/fc9PwEASXK	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867820290128195724	1.65E+18		mahfud															
1.87E+18	Wed Dec 11 08:49:24 +0000 2024	1	Mahfud MD menilai menurut konstitusi dan dua undang-undang pemindahan narapidana asing ke negara asalnya harus disetujui oleh DPR dan tidak bisa dengan diskresi. #Polhuk #AdadiKompas https://t.co/kJsrpGBUU8	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866767226608501138	255866913		mahfud															
1.87E+18	Tue Dec 10 09:56:33 +0000 2024	0	gus mahfud.	1.87E+18			in		1	0	0	https://x.com/undefined/status/1866421738919399457	7.49E+17		mahfud															
1.87E+18	Mon Dec 09 11:25:22 +0000 2024	0	Institusi Penegakkan Hukum kan dibawah koordinasi Menko Polhukam pak. Tinggal jenengan apa bisa lebih ngotot spt Prof. Mahfud.	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866081700314538163	169459675		mahfud															
1.87E+18	Thu Dec 12 13:54:10 +0000 2024	1	Pemindahan narapidana asing ke negara asal tidak memerlukan persetujuan DPR. Transfer of prisonners tak harus dalam bentuk perjanjian internasional juga. #Polhuk #AdadiKompas https://t.co/vAVFMz2ETU	1.87E+18			in		0	1	0	https://x.com/undefined/status/1867206310451728435	255866913		mahfud															
1.87E+18	Sun Dec 15 03:11:40 +0000 2024	1	@LuqmanBeeNKRI Sementara Seorang yang katanya dulu aktivis. Udah puluhan tahun di Senayan (sejak perwakilan) berkata Korupsi jadi oli pembangunan 	1.87E+18		LuqmanBeeNKRI	in		0	1	0	https://x.com/undefined/status/1868131785374417137	486998039		mahfud															
1.87E+18	Thu Dec 12 12:07:13 +0000 2024	0	Mahfud MD Sebut Negara Hukum Lemah Karena Oligarki dan Kleptokrasi Apa Maksudnya? https://t.co/AvWzG9Y4Uu	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867179397285065121	9.24E+17		mahfud															
1.87E+18	Sat Dec 14 07:01:51 +0000 2024	0	Mahfud MD Sebut Pilkada Langsung Mahal dan Jorok https://t.co/mJZaAyh6yq	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867827327075311883	89877164		mahfud															
1.87E+18	Mon Dec 09 03:21:51 +0000 2024	0	Mahfud MD Cerita Kisah Wali Bahlul yang Tak Pernah Merendahkan Orang Lain Sindir Gus Miftah? https://t.co/BV6657Savm	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865960020531134879	89877164		mahfud															
1.87E+18	Thu Dec 12 11:04:13 +0000 2024	0	ALHAMDULILLAH Wow di sini ada video yang sangat menarik! https://t.co/KTVIbKC4RT	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867163544451686714	1.75E+18		mahfud															
1.87E+18	Thu Dec 12 05:06:02 +0000 2024	0	Emang congor si TAIM Miftah ga punya Adab. Usai Sunhaji Kini Viral Ucapan Gus Miftah Ungkit Mahfud MD: Yang Tua Baper Sama Anak Kecil Cie https://t.co/smHHOf3m3o	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867073403498402159	1.43E+18		mahfud															
1.87E+18	Tue Dec 10 04:22:00 +0000 2024	0	Mahfud Latuconsina Siap Maju Sebagai Calon Ketua KNPI Kota Bekasi #BNetwork https://t.co/Sv8bwkeaqU	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866337545174368271	154102750		mahfud															
1.86E+18	Wed Dec 04 04:40:59 +0000 2024	0	ipar adalah mahfud	1.86E+18			in		0	0	0	https://x.com/undefined/status/1864167995284840884	476739155		mahfud															
1.87E+18	Wed Dec 11 20:00:31 +0000 2024	0	Tak Ada Persetujuan DPR Mahfud MD Sebut Pemulangan Mary Jane Langgar UU https://t.co/AmkGjNdaRo	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866936119750766890	262026799		mahfud															
1.87E+18	Mon Dec 09 14:24:07 +0000 2024	0	Daripada bawa hokky caraka mending bawa malik risaldi	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866126684971573308	224110553		mahfud															
1.87E+18	Wed Dec 11 06:20:05 +0000 2024	0	VIDEO: Mahfud Blak-blakan Soal Pilkada Singgung Jokowi &amp; Megawati https://t.co/gtnKXr2pHA	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866729650476773608	456426648		mahfud															
1.87E+18	Sun Dec 15 21:03:33 +0000 2024	202	@KemenperinRI Lapor ke prabowo. https://t.co/18eTtRJdHO	1.87E+18	https://pbs.twimg.com/media/Ge3lS4bagAEJVmm.jpg	KemenperinRI	in		1	3	28	https://x.com/undefined/status/1868401535732097268	1.21E+18		prabowo															
1.85E+18	Tue Oct 22 10:26:57 +0000 2024	14290	Menteri Hak Asasi Manusia (HAM) Natalius Pigai menginginkan anggaran Rp 20 triliun untuk kementeriannya. Saat ini kata Pigai Kementerian HAM hanya mendapatkan anggaran Rp 64 miliar. Pigai menilai kementeriannya yang baru dibentuk oleh Presiden Prabowo Subianto membutuhkan https://t.co/dXbQQO8bsZ	1.85E+18	https://pbs.twimg.com/media/GafNut8bEAEow2H.jpg		in		707	2864	938	https://x.com/undefined/status/1848672382111912083	1.31E+18		prabowo															
